Link,productName,image_key,price_usd,id_category
https://www.caretobeauty.com/us/the-saem-natural-blueberry-mask-sheet-21ml/,The Saem Natural Blueberry Mask Sheet 21ml (0.71fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/t/h/the-saem-natural-blueberry-mask-sheet-21ml.jpg",$2.56,1390
https://www.caretobeauty.com/us/pestle-mortar-essentials-the-spot-dots-x48/,Pestle & Mortar Essentials The Spot Dots x48,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/p/e/pestle-mortar-essentials-the-spot-dots-x48.png",$15.92,1390
https://www.caretobeauty.com/us/it-s-skin-power-10-formula-ve-nourishing-mask-sheet-20g/,It'S Skin Power 10 Formula VE Nourishing Mask Sheet 20g (0.7oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/i/t/it-s-skin-power-10-formula-ve-nourishing-mask-sheet-20g.jpg",$4.87,1390
https://www.caretobeauty.com/us/dr-pawpaw-your-gorgeous-skin-hydrating-sheet-mask-25ml/,Dr. PawPaw Your Gorgeous Skin Hydrating Sheet Mask 25ml (0.84floz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/r/dr-pawpaw-your-gorgeous-skin-hydrating-sheet-mask-25ml.jpg",$7.23,1390
https://www.caretobeauty.com/us/dr-pawpaw-your-gorgeous-skin-soothing-sheet-mask-25ml/,Dr. PawPaw Your Gorgeous Skin Soothing Sheet Mask 25ml (0.84floz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/r/dr-pawpaw-your-gorgeous-skin-soothing-sheet-mask-25ml.jpg",$7.23,1390
https://www.caretobeauty.com/us/mad-beauty-wonder-woman-watermelon-sheet-face-mask-25ml/,Mad Beauty Wonder Woman Watermelon Sheet Face Mask 25ml (0.8 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/mad-beauty-wonder-woman-watermelon-sheet-face-mask-25ml.png",$5.66,1390
https://www.caretobeauty.com/us/mad-beauty-warner-brothers-looney-tunes-taz-sheet-face-mask-25ml/,Mad Beauty Warner Brothers Looney Tunes Taz Sheet Face Mask 25ml (0.8 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/mad-beauty-warner-brothers-looney-tunes-taz-sheet-face-mask-25ml.png",$5.66,1390
https://www.caretobeauty.com/us/mad-beauty-star-wars-the-mandalorian-the-child-sheet-face-mask-25ml/,Mad Beauty Star Wars The Mandalorian The Child Sheet Face Mask 25ml (0.8 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/mad-beauty-star-wars-the-mandalorian-the-child-sheet-face-mask-25ml.png",$5.66,1390
https://www.caretobeauty.com/us/mad-beauty-disney-colour-pinocchio-sheet-face-mask-apple-25ml/,Mad Beauty Disney Colour Pinocchio Sheet Face Mask Apple 25ml (0.85 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/mad-beauty-disney-colour-pinocchio-sheet-face-mask-apple-25ml.png",$5.66,1390
https://www.caretobeauty.com/us/mad-beauty-disney-cruel-is-cool-cruella-sheet-face-mask-coconut-25ml/,Mad Beauty Disney Cruel Is Cool Cruella Sheet Face Mask Coconut 25ml (0.84 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/mad-beauty-disney-cruel-is-cool-cruella-sheet-face-mask-coconut-25ml.png",$5.66,1390
