Link,productName,image_key,price_usd,id_category
https://www.caretobeauty.com/us/fillerina-12ha-densifying-filler-lip-contour-cream/,Fillerina 12HA Densifying-Filler Lip Contour Cream,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/f/i/fillerina-12ha-densifying-filler-lip-contour-cream-grade-3-15ml_1.jpg",$67.96,2439
https://www.caretobeauty.com/us/la-cabine-lip-up-lift-concentrated-ampoules/,La Cabine Lip Up Lift Concentrated Ampoules,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/l/a/la-cabine-lip-up-lift-concentrated-ampoules-10x2ml_1.jpg",$2.43,2439
https://www.caretobeauty.com/us/mixa-panthenol-comfort-multi-use-cream-50ml/,Mixa Panthenol Comfort Multi-Use Cream 50ml (1.69floz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/i/mixa-panthenol-comfort-multi-use-cream-50ml.jpg",$9.92,2439
https://www.caretobeauty.com/us/sesderma-glicare-eye-and-lip-contour-gel-30ml/,Sesderma Glicare Eye and Lip Contour Gel 30ml (1.01fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/e/sesderma-glicare-eye-and-lip-contour-gel-30ml_1.jpg",$41.37,2439
https://www.caretobeauty.com/us/babe-healthy-aging-multi-corrector-eyes-and-lips-tensor-15ml/,Babé Healthy Aging+ Multi Corrector Eyes and Lips Tensor 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/b/a/babe-healthy-aging-multi-corrector-eyes-and-lips-tensor-15ml.jpg",$22.37,2439
https://www.caretobeauty.com/us/martiderm-platinum-expression-gel-eyes-lips-contour-15ml/,Martiderm Platinum Expression Gel Eyes&Lips Contour 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/m/a/martiderm-platinum-expression-gel-eyes-lips-contour-15ml.jpg",$53.43,2439
https://www.caretobeauty.com/us/ziaja-lifting-solution-serum-eye-and-lips-area-30ml/,Ziaja Lifting Solution Serum Eye And Lips Area 30ml (1.0 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/z/i/ziaja-lifting-solution-serum-eye-and-lips-area-30ml.jpg",$6.76,2439
https://www.caretobeauty.com/us/endocare-eye-lip-contour-15ml/,Endocare Eye & Lip Contour 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/n/endocare-eye-lip-contour-15ml-3.jpg",$37.68,2439
https://www.caretobeauty.com/us/sensai-total-lip-treatment-15ml/,SENSAI Total Lip Treatment 15ml (0.52 oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/e/sensai-total-lip-treatment-15ml.jpg",$171.18,2439
https://www.caretobeauty.com/us/clarins-extra-firming-lip-contour-balm-15ml/,Clarins Extra-Firming Lip & Contour Balm 15ml (0.51fl.oz.),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/c/l/clarins-extra-firming-lip-contour-balm-15ml.jpg",$61.99,2439
https://www.caretobeauty.com/us/noreva-norelift-chrono-filler-eye-lip-care-15ml/,Noreva Norelift Chrono-Filler Eye & Lip Care 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/n/o/noreva-norelift-chrono-filler-eye-lip-care-15ml.jpg",$34.37,2439
https://www.caretobeauty.com/us/letibalm-repair-peribucal-cream-30ml/,LETIbalm Repair Peribucal Cream 30ml (1.01fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/l/e/letibalm-repair-peribucal-cream-30ml.jpg",$15.90,2439
https://www.caretobeauty.com/us/nuxe-nuxuriancer-ultra-eye-and-lip-cream-global-anti-aging-15ml/,NUXE Nuxuriance Ultra Eye and Lip Cream Global Anti-Aging 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/n/u/nuxe-nuxuriancer-ultra-eye-and-lip-cream-global-anti-aging-15ml_1.jpg",$58.88,2439
https://www.caretobeauty.com/us/evolve-360-eye-lip-contour-cream-15ml/,Evolve 360 Eye And Lip Contour Cream 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/v/evolve-360-eye-lip-contour-cream-15ml_1.jpg",$44.80,2439
https://www.caretobeauty.com/us/nuxe-nuxuriance-ultra-the-eye-lip-contour-cream-15ml/,NUXE Nuxuriance Ultra The Eye & Lip Contour Cream 15ml (0.51oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/n/u/nuxe-nuxuriance-ultra-the-eye-lip-contour-cream-15ml.jpg",$62.32,2439
https://www.caretobeauty.com/us/weleda-redensifying-eye-and-lip-contour-10ml/,Weleda Redensifying Eye And Lip Contour 10ml (0.33floz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/w/e/weleda-redensifying-eye-and-lip-contour-10ml.png",$42.66,2439
https://www.caretobeauty.com/us/juvena-master-care-mastercream-eye-lip-20ml/,Juvena Master Care MasterCream Eye & Lip 20ml (0.7 oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/j/u/juvena-master-care-mastercream-eye-lip-20ml.jpg",$198.63,2439
https://www.caretobeauty.com/us/sisley-paris-eye-and-lip-contour-balm-30ml/,Sisley Paris Eye and Lip Contour Balm 30ml (1 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/i/sisley-paris-eye-and-lip-contour-balm-30ml.jpg",$149.37,2439
https://www.caretobeauty.com/us/sensai-cellular-performance-extra-intensive-10-min-revitalizing-pads-x20/,SENSAI Cellular Performance Extra Intensive 10 Min Pads x20,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/e/sensai-cellular-performance-extra-intensive-10-min-revitalizing-pads-x20_1.jpg",$207.92,2439
https://www.caretobeauty.com/us/sisley-paris-sisleya-discovery-program/,Sisley Paris Sisleÿa Discovery Program,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/i/sisley-paris-sisleya-discovery-program.jpg",$335.92,2439
https://www.caretobeauty.com/us/sesderma-retisil-eye-and-lip-pro-aging-contour-30ml/,Sesderma Retisil Eye And Lip Pro-Aging Contour 30ml (1.01 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/e/sesderma-retisil-eye-and-lip-pro-aging-contour-30ml.png",$52.54,2439
https://www.caretobeauty.com/us/talika-smile-code-anti-aging-duo-care-lips-2x2-5ml/,Talika Smile Code Anti-Aging Duo Care Lips 2x2.5ml (2x0.08 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/t/a/talika-smile-code-anti-aging-duo-care-lips-2x2-5ml.png",$45.98,2439
https://www.caretobeauty.com/us/essence-my-beauty-lip-ritual-step-2-mask-02-patch-it-6-5g/,essence My Beauty Lip Ritual Step 2 Mask 02 Patch It! 3ml (0.10 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/s/essence-my-beauty-lip-ritual-step-2-mask-02-patch-it-6-5g.jpg",$1.69,2439
https://www.caretobeauty.com/us/sesderma-daeses-eye-and-lip-contour-cream-15ml/,Sesderma Daeses Eye and Lip Contour Cream 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/e/sesderma-daeses-eye-and-lip-contour-cream-15ml.jpg",$30.15,2439
https://www.caretobeauty.com/us/sisley-paris-sisleya-eye-and-lip-contour-cream-15ml/,Sisley Paris Sisleÿa Eye and Lip Contour Cream 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/i/sisley-paris-sisleya-eye-and-lip-contour-cream-15ml.jpg",$228.85,2439
https://www.caretobeauty.com/us/strivectin-double-fix-for-lips-plumping-vertical-line-treatment-5ml/,StriVectin Double Fix for Lips Plumping & Vertical Line Treatment 5ml (0.16 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/t/strivectin-double-fix-for-lips-plumping-vertical-line-treatment-5ml.jpg",$37.55,2439
https://www.caretobeauty.com/us/darphin-exquisage-beauty-revealing-eye-and-lip-contour-cream-15ml/,Darphin Exquisâge Beauty Revealing Eye and Lip Contour Cream 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/a/darphin-exquisage-beauty-revealing-eye-and-lip-contour-cream-15ml.jpg",$92.81,2439
https://www.caretobeauty.com/us/dr-grandel-timeless-eye-lip-firmer-15ml/,DR. GRANDEL Timeless Eye & Lip Firmer 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/r/dr-grandel-timeless-eye-lip-firmer-15ml.jpg",$83.07,2439
https://www.caretobeauty.com/us/dr-grandel-elements-of-nature-contour-balm-15ml/,DR. GRANDEL Elements Of Nature Contour Balm 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/r/dr-grandel-elements-of-nature-contour-balm-15ml.jpg",$41.43,2439
