Link,productName,image_key,price_usd,id_category
https://www.caretobeauty.com/us/snp-dual-pop-shine-eye-patch-x30/,SNP Dual Pop Shine Eye Patch x30,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/n/snp-dual-pop-shine-eye-patch-x30.jpg",$20.98,34
https://www.caretobeauty.com/us/eve-lom-radiance-antioxidant-eye-cream-15ml/,Eve Lom Radiance Antioxidant Eye Cream 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/v/eve-lom-radiance-antioxidant-eye-cream-15ml.jpg",$76.35,34
https://www.caretobeauty.com/us/bobbi-brown-hydrating-eye-cream-15ml/,Bobbi Brown Hydrating Eye Cream 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/b/o/bobbi-brown-hydrating-eye-cream-15ml.jpg",$88.17,34
https://www.caretobeauty.com/us/la-cabine-multi-active-collection-collagen-boost-eye-gel-cream-15ml/,La Cabine Multi-Active Collection Collagen Boost Eye Gel Cream 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/l/a/la-cabine-multi-active-collection-collagen-boost-eye-gel-cream-15ml.jpg",$15.19,34
https://www.caretobeauty.com/us/dr-hauschka-eye-balm-10ml/,Dr. Hauschka Eye Balm 10ml (0.34fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/d/r/dr-hauschka-eye-balm-10ml.jpg",$50.22,34
https://www.caretobeauty.com/us/elizabeth-arden-ceramide-premiere-regeneration-eye-cream-15ml/,Elizabeth Arden Ceramide Premiere Regeneration Eye Cream 15ml (0.51fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/l/elizabeth-arden-ceramide-premiere-regeneration-eye-cream-15ml.jpg",$96.33,34
https://www.caretobeauty.com/us/eye-contour-hyaluronic-acid-peptides-15-ml/,Collistar Pure Actives Hyaluronic Acid + Peptides Eye Contour 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/c/o/collistar-pure-actives-hyaluronic-acid-peptides-eye-contour-15ml.jpg",$48.93,34
https://www.caretobeauty.com/us/juvena-juvelia-nutri-restore-eye-cream-50ml/,Juvena Juvelia Nutri-Restore Eye Cream 50ml (0.5 oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/j/u/juvena-juvelia-nutri-restore-eye-cream-50ml.jpg",$107.88,34
https://www.caretobeauty.com/us/sisley-paris-eye-contour-mask-30ml/,Sisley Paris Eye Contour Mask 30ml (1.16 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/s/i/sisley-paris-eye-contour-mask-30ml.jpg",$147.39,34
https://www.caretobeauty.com/us/payot-my-payot-super-eye-energizer-15ml/,Payot My Payot Super Eye Energizer 15ml (0.5 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/p/a/payot-my-payot-super-eye-energizer-15ml.jpg",$41.84,34
https://www.caretobeauty.com/us/arganicare-collagen-boost-anti-wrinkle-eye-serum-30ml/,Arganicare Collagen Boost Anti-Wrinkle Eye Serum 30ml (1.0 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/a/r/arganicare-collagen-boost-anti-wrinkle-eye-serum-30ml.jpg",$27.11,34
https://www.caretobeauty.com/us/arganicare-collagen-boost-perfecting-eye-cream-30ml/,Arganicare Collagen Boost Perfecting Eye Cream 30ml (1.0 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/a/r/arganicare-collagen-boost-perfecting-eye-cream-30ml.jpg",$27.11,34
https://www.caretobeauty.com/us/arganicare-aloe-hydra-eye-cream-30ml/,Arganicare Aloe Hydra Eye Cream 30ml (1.0 fl oz),"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/a/r/arganicare-aloe-hydra-eye-cream-30ml.jpg",$12.51,34
https://www.caretobeauty.com/us/atashi-antioxidant-longevite-therapy-eye-contour-15ml/,Atashi Antioxidant Longévité Therapy Eye Contour 15ml,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/a/t/atashi-antioxidant-longevite-therapy-eye-contour-15ml.jpg",$38.06,34
https://www.caretobeauty.com/us/youth-lab-retinol-reboot-eye-serum-15ml/,YOUTH LAB Retinol Reboot Eye Serum 15ml,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/y/o/youth-lab-retinol-reboot-eye-serum-15ml.jpg",$43.95,34
https://www.caretobeauty.com/us/it-s-skin-hyaluronic-acid-moisture-eye-cream-25ml-2022/,It'S Skin Hyaluronic Acid Moisture Eye Cream 25ml,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/i/t/it-s-skin-hyaluronic-acid-moisture-eye-cream-25ml_1.jpg",$21.85,34
https://www.caretobeauty.com/us/elizabeth-arden-advanced-lift-and-firm-eye-cream-15ml/,Elizabeth Arden Advanced Ceramide Lift and Firm Eye Cream 15ml,"https://static.beautytocare.com/cdn-cgi/image/w=590,h=590,sharpen=1,f=auto/media/catalog/product/e/l/elizabeth-arden-advanced-lift-and-firm-eye-cream-15ml.jpg",$84.56,34
